Candidate Organization Link,Organization Name,apprentice,certification,certificate,workforce,talent,credential,skill,competency,training,Number of keyword matches
http://www.irrigation.org/,Irrigation Association,0,1,0,0,0,0,0,0,1,2
http://www.diecasting.org/,North American Die Casting Association,0,1,0,1,0,0,0,0,0,2
http://www.investmentcasting.org/,Investment Casting Institute,0,1,0,0,0,0,0,0,1,2
http://www.idfa.org/,International Dairy Foods Association,0,0,0,0,0,0,1,0,1,2
http://www.nmma.org/,National Marine Manufacturers Association,0,1,0,0,0,0,0,0,1,2
http://www.aga.org/,American Gas Association,0,0,0,1,0,0,0,0,1,2
http://www.agma.org/,American Gear Manufacturers Association,0,0,0,1,0,0,0,0,1,2
http://www.nfda-fastener.org/,National Fastener Distributors Association,0,0,0,0,0,0,0,0,1,1
http://www.flexpack.org/,Flexible Packaging Association,0,0,0,1,0,0,0,0,0,1
http://www.gcca.org/,Global Cold Chain Alliance,0,0,0,0,0,0,0,0,1,1
http://www.cibo.org/,Council of Industrial Boiler Owners,0,0,0,0,0,0,0,0,1,1
http://www.gmaonline.org/,Grocery Manufacturers Association,0,0,0,0,0,0,0,0,1,1
http://www.retailpackaging.org/aws/RPA/pt/sp/home_page,Retail Packaging Association,0,0,0,0,0,0,0,0,1,1
http://www.fibrebox.org/,Fibre Box Association,0,0,0,0,0,0,0,0,1,1
http://www.ptda.org/,Power Transmission Distributors Association,0,0,0,0,0,0,0,0,1,1
http://www.ecianow.org/,Electronic Components Industry Association,0,0,0,0,0,0,0,0,1,1
http://www.fpda.org/aws/FPDA/pt/sp/home_page,Fluid Power Distributors Association,0,0,0,0,0,0,0,0,1,1
http://www.3-a.org/,3-A Sanitary Standards,0,0,1,0,0,0,0,0,0,1
http://www.ppfahome.org/,Plastic Pipe and Fittings Association,0,1,0,0,0,0,0,0,0,1
http://www.jpma.org/,Juvenile Products Manufacturers Association,0,1,0,0,0,0,0,0,0,1
http://www.nfpa.com/,National Fluid Power Association,0,0,0,1,0,0,0,0,0,1
https://www.glass.org/,National Glass Association,0,0,0,0,0,0,0,0,1,1
http://www.napim.org/,National Association of Printing Ink Manufacturers,0,0,0,0,0,0,0,0,1,1
http://www.mema.org/,Motor & Equipment Manufacturers Association,0,1,0,0,0,0,0,0,0,1
http://www.palletcentral.com/,National Wooden Pallet and Container Association,0,0,0,1,0,0,0,0,0,1
https://www.measure.org/,"Measurement, Control & Automation Association",0,0,0,0,0,0,0,0,1,1
http://www.niba.org/,NIBA – The Belting Association,0,0,0,0,0,0,0,0,1,1
http://www.kcma.org/,Kitchen Cabinet Manufacturers Association,0,1,0,0,0,0,0,0,0,1
http://www.iwpawood.org/,International Wood Products Association,0,0,0,0,0,0,0,0,1,1
https://www.hmamembers.org/,Hardwood Manufacturers Association,0,0,1,0,0,0,0,0,0,1
http://www.nafem.org/,North American Association of Food Equipment Manufacturers,0,1,0,0,0,0,0,0,0,1
http://www.ifia-federation.org/content/,International Federation of Inspection Agencies,0,1,0,0,0,0,0,0,0,1
http://www.icpi.org/,Interlocking Concrete Pavement Institute,0,1,0,0,0,0,0,0,0,1
http://www.indtrk.org/,Industrial Truck Association,0,0,0,0,0,0,0,0,1,1
http://www.ima-na.org/,"Industrial Minerals Association, N.A.",0,0,0,1,0,0,0,0,0,1
http://www.ppcnet.org/,Paperboard Packaging Council,0,0,0,0,0,0,0,0,1,1
http://www.pei.org/,Petroleum Equipment Institute,0,0,0,0,0,0,0,0,1,1
http://www.inda.org/,"INDA, The Association for Nonwoven Fabrics Industry",0,0,0,0,0,0,0,0,1,1
http://www.ime.org/,Institute of Makers of Explosives,0,0,0,0,0,0,0,0,1,1
http://www.copper.org/,Copper Development Association,0,0,0,0,0,0,0,0,1,1
http://www.nema.org/,National Electrical Manufacturers Association,0,0,0,1,0,0,0,0,0,1
http://www.socma.com/,Society of Chemical Manufacturers & Affiliates,0,0,0,0,0,0,0,0,1,1
http://www.steel.org/,American Iron and Steel Institute,0,0,0,1,0,0,0,0,0,1
http://www.americanlightingassoc.com/,American Lighting Association,0,0,0,0,0,0,0,0,1,1
http://www.afpm.org/,American Fuels and Petrochemical Manufacturers,0,0,0,1,0,0,0,0,0,1
http://www.personalcarecouncil.org/,The Personal Care Products Council,0,0,1,0,0,0,0,0,0,1
https://www.aslrra.org/,American Short Line & Regional Railroad Association,0,0,0,0,0,0,0,0,1,1
http://www.afsinc.org/,American Foundry Society,0,0,0,0,0,0,0,0,1,1
http://www.tmanet.com/,The Technology and Manufacturing Association,0,0,0,0,0,0,0,0,1,1
http://www.awpa.org/,American Wire Producers Association,0,0,0,1,0,0,0,0,0,1
http://www.apawood.org/,APA - The Engineered Wood Association,0,0,0,0,0,0,0,0,1,1
http://www.aem.org/,Association of Equipment Manufacturers,0,0,0,0,0,0,0,0,1,1
http://www.steelnet.org/,Steel Manufacturers Association,0,0,0,1,0,0,0,0,0,1
http://www.vma.org/,Valve Manufacturers Association of America,0,0,0,0,0,0,0,0,1,1
http://www.sema.org/,Specialty Equipment Market Association,0,1,0,0,0,0,0,0,0,1
http://www.ahfa.us/,American Home Furnishings Alliance,0,0,0,0,0,0,0,0,1,1
http://www.sfa.org/,SNAC International,0,0,0,0,0,0,0,0,1,1
http://www.amca.org/,Air Movement and Control Association,0,1,0,0,0,0,0,0,0,1
https://www.chlorineinstitute.org/,Chlorine Institute,0,0,0,0,0,0,0,0,1,1
http://www.wmma.org/,Wood Machinery Manufacturers of America,0,0,0,0,0,0,1,0,0,1
http://www.ccaiweb.com/,Chemical Coaters Association International,0,0,0,0,0,0,0,0,1,1
http://www.nam.org/Alliances/CMA/CMA-Member-Organizations/Carpet%20Cushion%20Council,Carpet Cushion Council,0,0,0,1,0,0,0,0,0,1
http://www.wdma.com/,Window and Door Manufacturers Association,0,1,0,0,0,0,0,0,0,1
http://www.vinylsiding.org/,Vinyl Siding Institute,0,0,0,0,0,0,0,0,0,0
http://www.wpma.org/,Wood Products Manufacturers Association,0,0,0,0,0,0,0,0,0,0
http://www.refractoriesinstitute.org/,The Refractories Institute,0,0,0,0,0,0,0,0,0,0
http://www.lime.org/,National Lime Association,0,0,0,0,0,0,0,0,0,0
http://www.womeninmanufacturing.org/home,Women in Manufacturing,0,0,0,0,0,0,0,0,0,0
http://www.transformer-assn.org/,The Transformer Association,0,0,0,0,0,0,0,0,0,0
http://www.vinylinfo.org/,The Vinyl Institute,0,0,0,0,0,0,0,0,0,0
http://www.wirenet.org/,The Wire Association International,0,0,0,0,0,0,0,0,0,0
http://www.toyassociation.org/,"Toy Industry Association, Inc.",0,0,0,0,0,0,0,0,0,0
http://www.treated-wood.org/,Treated Wood Council,0,0,0,0,0,0,0,0,0,0
http://www.ttmanet.org/,Truck Trailer Manufacturers Association,0,0,0,0,0,0,0,0,0,0
http://www.nma.org/,National Mining Association,0,0,0,0,0,0,0,0,0,0
http://www.nffs.org/,Non-Ferrous Founders' Society,0,0,0,0,0,0,0,0,0,0
http://www.uscti.com/,United States Cutting Tool Institute,0,0,0,0,0,0,0,0,0,0
http://www.waterwayscouncil.org/,"Waterways Council, Inc.",0,0,0,0,0,0,0,0,0,0
http://www.ngvamerica.org/,Natural Gas Vehicle Association,0,0,0,0,0,0,0,0,0,0
http://www.ngsa.org/,Natural Gas Supply Association,0,0,0,0,0,0,0,0,0,0
http://www.naima.org/,North American Insulation Manufacturers Association,0,0,0,0,0,0,0,0,0,0
http://www.noia.org/,National Ocean Industries Association,0,0,0,0,0,0,0,0,0,0
http://www.envasns.org/,National Waste & Recycling Association,0,0,0,0,0,0,0,0,0,0
http://www.nssga.org/,"National Stone, Sand & Gravel Association",0,0,0,0,0,0,0,0,0,0
http://www.nopa.org/,National Oilseed Processors Association,0,0,0,0,0,0,0,0,0,0
http://www.nssf.org/,National Shooting Sports Foundation,0,0,0,0,0,0,0,0,0,0
http://www.precast.org/,National Precast Concrete Association,0,0,0,0,0,0,0,0,0,0
http://www.rma.org/,U.S. Tire Manufacturers Association,0,0,0,0,0,0,0,0,0,0
http://www.roofcoatings.org/,Roof Coatings Manufacturers Association,0,0,0,0,0,0,0,0,0,0
http://www.namamillers.org/,North American Millers’ Association ,0,0,0,0,0,0,0,0,0,0
http://www.pima.org/,Polyisocyanurate Insulation Manufacturers Association,0,0,0,0,0,0,0,0,0,0
http://www.saltinstitute.org/,Salt Institute,0,0,0,0,0,0,0,0,0,0
http://www.rfci.com/,Resilient Floor Covering Institute (RFCI),0,0,0,0,0,0,0,0,0,0
http://rsiweb.org/,Railway Supply Institute,0,0,0,0,0,0,0,0,0,0
http://www.pemanet.org/,Process Equipment Manufacturers' Association,0,0,0,0,0,0,0,0,0,0
http://www.shda.org/aws/SHDA/pt/sp/home_page,Security Hardware Distributors Association,0,0,0,0,0,0,0,0,0,0
http://www.metalforming.com/,Precision Metalforming Association,0,0,0,0,0,0,0,0,0,0
http://www.siaonline.org/,Security Industry Association,0,0,0,0,0,0,0,0,0,0
https://www.pci.org/,Precast/Prestressed Concrete Institute,0,0,0,0,0,0,0,0,0,0
http://www.ptra.org/,Power-Motion Technology Representatives Association,0,0,0,0,0,0,0,0,0,0
http://www.shipbuilders.org/,Shipbuilders Council of America,0,0,0,0,0,0,0,0,0,0
http://www.powertoolinstitute.com/,"Power Tool Institute, Inc.",0,0,0,0,0,0,0,0,0,0
http://www.sgcd.org/,Society of Glass & Ceramic Decorated Products,0,0,0,0,0,0,0,0,0,0
https://www.seia.org/,Solar Energy Industries Association,0,0,0,0,0,0,0,0,0,0
http://www.cement.org/,Portland Cement Association,0,0,0,0,0,0,0,0,0,0
http://www.stafda.org/,Specialty Tools & Fasteners Distributors Association,0,0,0,0,0,0,0,0,0,0
http://www.npes.org/,"NPES - The Association for Suppliers of Printing, Publishing and Converting Technologies",0,0,0,0,0,0,0,0,0,0
http://www.pmihome.org/,Plumbing Manufacturers International,0,0,0,0,0,0,0,0,0,0
http://plasticpipe.org/,Plastics Pipes Institute,0,0,0,0,0,0,0,0,0,0
http://www.smihq.org/,Spring Manufacturers Institute,0,0,0,0,0,0,0,0,0,0
http://www.plasticsindustry.org/,Plastics Industry Association (PLASTICS),0,0,0,0,0,0,0,0,0,0
http://tlmi.com/,Tag & Label Manufacturers Institute,0,0,0,0,0,0,0,0,0,0
http://www.tcata.org/,Textile Care Allied Trades Association,0,0,0,0,0,0,0,0,0,0
http://www.trsa.org/,Textile Rental Services Association of America,0,0,0,0,0,0,0,0,0,0
http://www.phrma.org/,Pharmaceutical Research and Manufacturers Association,0,0,0,0,0,0,0,0,0,0
http://www.aluminum.org/,The Aluminum Association,0,0,0,0,0,0,0,0,0,0
http://www.acminet.org/,"The Art and Creative Materials Institute, Inc.",0,0,0,0,0,0,0,0,0,0
http://opei.org/,Outdoor Power Equipment Institute,0,0,0,0,0,0,0,0,0,0
https://www.apsp.org/splash,The Association of Pool & Spa Professionals (APSP),0,0,0,0,0,0,0,0,0,0
http://www.tfi.org/,The Fertilizer Institute,0,0,0,0,0,0,0,0,0,0
http://www.reusablepackaging.org/,Reusable Industrial Packaging Association,0,0,0,0,0,0,0,0,0,0
http://www.nei.org/,Nuclear Energy Institute,0,0,0,0,0,0,0,0,0,0
http://www.sleepproducts.org/,International Sleep Products Association,0,0,0,0,0,0,0,0,0,0
http://www.ncto.org/,National Council of Textile Organizations (NCTO),0,0,0,0,0,0,0,0,0,0
http://www.beerinstitute.org/,Beer Institute,0,0,0,0,0,0,0,0,0,0
http://www.asphaltroofing.org/,Asphalt Roofing Manufacturers Association,0,0,0,0,0,0,0,0,0,0
http://www.aar.org/,Association of American Railroads,0,0,0,0,0,0,0,0,0,0
http://www.agem.org/,Association of Gaming Equipment Manufacturers,0,0,0,0,0,0,0,0,0,0
http://www.globalautomakers.org/,Association of Global Automakers,0,0,0,0,0,0,0,0,0,0
http://www.aham.org/,Association of Home Appliance Manufacturers,0,0,0,0,0,0,0,0,0,0
http://www.aftermarket.org/,Auto Care Association,0,0,0,0,0,0,0,0,0,0
http://www.a-r-a.org/,Automotive Recyclers Association,0,0,0,0,0,0,0,0,0,0
https://www.bema.org/,Bakery Equipment Manufacturers Association,0,0,0,0,0,0,0,0,0,0
http://www.batterycouncil.org/,Battery Council International,0,0,0,0,0,0,0,0,0,0
http://www.bpsalliance.org/,Bio-Process Systems Alliance,0,0,0,0,0,0,0,0,0,0
http://www.candyusa.com/,National Confectioners Association of the U.S.,0,0,0,0,0,0,0,0,0,0
http://www.bio.org/,Biotechnology Industry Organization,0,0,0,0,0,0,0,0,0,0
http://www.bmibook.com/,Book Manufacturers Institute,0,0,0,0,0,0,0,0,0,0
http://www.brickinfo.org/,Brick Industry Association,0,0,0,0,0,0,0,0,0,0
http://www.buildershardware.com/,Builders Hardware Manufacturers Association,0,0,0,0,0,0,0,0,0,0
http://www.bifma.org/,Business & Institutional Furniture Mfrs Association,0,0,0,0,0,0,0,0,0,0
http://www.cancentral.com/,Can Manufacturers Institute,0,0,0,0,0,0,0,0,0,0
http://www.carpet-rug.org/,Carpet and Rug Institute,0,0,0,0,0,0,0,0,0,0
http://www.pigments.org/,Color Pigments Manufacturers Association,0,0,0,0,0,0,0,0,0,0
http://www.cctiwdc.org/,Composite Can and Tube Institute,0,0,0,0,0,0,0,0,0,0
http://www.awc.org/,American Wood Council,0,0,0,0,0,0,0,0,0,0
https://www.awea.org/,American Wind Energy Association,0,0,0,0,0,0,0,0,0,0
http://www.trucking.org/,American Trucking Associations,0,0,0,0,0,0,0,0,0,0
http://www.asafishing.org/,American Sportfishing Association,0,0,0,0,0,0,0,0,0,0
http://aia-aerospace.org/,Aerospace Industries Association,0,0,0,0,0,0,0,0,0,0
http://www.autoalliance.org/,Alliance of Automobile Manufacturers,0,0,0,0,0,0,0,0,0,0
http://www.aec.org/,Aluminum Extruders Council,0,0,0,0,0,0,0,0,0,0
http://www.apparelandfootwear.org/,American Apparel and Footwear Association,0,0,0,0,0,0,0,0,0,0
http://www.aamanet.org/,American Architectural Manufacturers Association,0,0,0,0,0,0,0,0,0,0
http://www.abma-dc.org/,American Bearing Manufacturers Association,0,0,0,0,0,0,0,0,0,0
http://www.ameribev.org/,American Beverage Association,0,0,0,0,0,0,0,0,0,0
http://www.abma.com/,American Boiler Manufacturers Association,0,0,0,0,0,0,0,0,0,0
http://www.abma.org/,American Brush Manufacturers Association,0,0,0,0,0,0,0,0,0,0
http://www.americanchemistry.com/,American Chemistry Council,0,0,0,0,0,0,0,0,0,0
http://www.cleaninginstitute.org/,American Cleaning Institute,0,0,0,0,0,0,0,0,0,0
http://www.paint.org/,American Coatings Association,0,0,0,0,0,0,0,0,0,0
http://www.accci.org/,American Coke and Coal Chemicals Institute,0,0,0,0,0,0,0,0,0,0
http://www.acmanet.org/,American Composites Manufacturers Association,0,0,0,0,0,0,0,0,0,0
http://www.afma.org/,American Fiber Manufacturers Association,0,0,0,0,0,0,0,0,0,0
http://www.afandpa.org/,American Forest & Paper Association,0,0,0,0,0,0,0,0,0,0
http://www.affi.org/,American Frozen Food Institute,0,0,0,0,0,0,0,0,0,0
http://www.betterseed.org/,American Seed Trade Association,0,0,0,0,0,0,0,0,0,0
http://www.smallmanufacturers.org/,American Small Manufacturers Coalition,0,0,0,0,0,0,0,0,0,0
http://www.chpa-info.org/,Consumer Healthcare Products Association,0,0,0,0,0,0,0,0,0,0
http://www.cspa.org/,Consumer Specialty Products Association,0,0,0,0,0,0,0,0,0,0
http://www.ce.org/,Consumer Technology Association,0,0,0,0,0,0,0,0,0,0
http://www.isri.org/,Institute of Scrap Recycling Industries,0,0,0,0,0,0,0,0,0,0
http://www.ifraorg.org/,International Fragrance Association,0,0,0,0,0,0,0,0,0,0
http://www.ifrana.org/,"International Fragrance Association, North America",0,0,0,0,0,0,0,0,0,0
http://www.housewares.org/,International Housewares Association,0,0,0,0,0,0,0,0,0,0
http://www.safetyequipment.org/,International Safety Equipment Association,0,0,0,0,0,0,0,0,0,0
http://www.lpanet.org/i4a/pages/index.cfm?pageid=1,Laboratory Products Association,0,0,0,0,0,0,0,0,0,0
http://www.leadingbuildersofamerica.org/,Leading Builders of America,0,0,0,0,0,0,0,0,0,0
https://www.manaonline.org/,Manufacturers' Agents National Association,0,0,0,0,0,0,0,0,0,0
http://www.mapi.net/,MAPI/Manufacturers Alliance for Productivity and Innovation,0,0,0,0,0,0,0,0,0,0
http://www.medicaldevices.org/,Medical Device Manufacturers Association,0,0,0,0,0,0,0,0,0,0
http://www.mbma.com/,Metal Building Manufacturers Association,0,0,0,0,0,0,0,0,0,0
http://www.mpif.org/,Metal Powder Industries Federation,0,0,0,0,0,0,0,0,0,0
http://www.metaltreat.com/,Metal Treating Institute,0,0,0,0,0,0,0,0,0,0
http://www.ssci.org/,Metals Service Center Institute,0,0,0,0,0,0,0,0,0,0
http://www.nahad.org/aws/NAHAD/pt/sp/home_page,NAHAD - The Association for Hose & Accessories Distribution,0,0,0,0,0,0,0,0,0,0
http://www.nasf.org/,National Association for Surface Finishing,0,0,0,0,0,0,0,0,0,0
http://natm.com/,National Association of Trailer Manufacturers,0,0,0,0,0,0,0,0,0,0
http://candles.org/,National Candle Association,0,0,0,0,0,0,0,0,0,0
https://www.coilcoating.org/,National Coil Coating Association,0,0,0,0,0,0,0,0,0,0
http://www.ncma.org/,National Concrete Masonry Association,0,0,0,0,0,0,0,0,0,0
http://www.bottledwater.org/,International Bottled Water Association,0,0,0,0,0,0,0,0,0,0
http://www.steelcontainers.com/,Industrial Packaging Alliance of NA,0,0,0,0,0,0,0,0,0,0
http://cookware.org/,Cookware Manufacturers Association,0,0,0,0,0,0,0,0,0,0
http://www.industrial-fasteners.org/,Industrial Fasteners Institute,0,0,0,0,0,0,0,0,0,0
mailto:copbrass@aol.com,"Copper & Brass Fabricators Council, Inc.",0,0,0,0,0,0,0,0,0,0
http://www.corn.org/,Corn Refiners Association,0,0,0,0,0,0,0,0,0,0
http://www.croplifeamerica.org/,CropLife America,0,0,0,0,0,0,0,0,0,0
http://www.theclda.com/,Customized Logistics & Delivery Association,0,0,0,0,0,0,0,0,0,0
http://www.dentaltradealliance.org/,Dental Trade Alliance,0,0,0,0,0,0,0,0,0,0
http://www.discus.org/,Distilled Spirits Council of the United States,0,0,0,0,0,0,0,0,0,0
http://www.elcon.org/,Electricity Consumers Resource Council,0,0,0,0,0,0,0,0,0,0
http://www.epdmroofs.org/,EPDM Roofing Association,0,0,0,0,0,0,0,0,0,0
http://fama.org/index.cfm,FEMSA/FAMA,0,0,0,0,0,0,0,0,0,0
http://fdra.org/,Footwear Distributors & Retailers of America,0,0,0,0,0,0,0,0,0,0
http://www.forestresources.org/,Forest Resources Association,0,0,0,0,0,0,0,0,0,0
http://www.forging.org/,Forging Industry Association,0,0,0,0,0,0,0,0,0,0
http://www.glasswebsite.com/,Glass Association of North America,0,0,0,0,0,0,0,0,0,0
http://www.gpi.org/,Glass Packaging Institute,0,0,0,0,0,0,0,0,0,0
http://www.gypsum.org/,Gypsum Association,0,0,0,0,0,0,0,0,0,0
http://hardwoodfederation.net/,Hardwood Federation,0,0,0,0,0,0,0,0,0,0
http://www.ilma.org/,Independent Lubricant Manufacturers Association,0,0,0,0,0,0,0,0,0,0
http://www.ipaa.org/,Independent Petroleum Association of America,0,0,0,0,0,0,0,0,0,0
http://www.ieca-us.com/,Industrial Energy Consumers of America,0,0,0,0,0,0,0,0,0,0
http://www.wmia.org/,Woodworking Machinery Industry Association,0,0,0,0,0,0,0,0,0,0
