Candidate Organization Link,Industry,Industry Group Description,Industry Group Wiki Page,duplicate,Candidate Organization Name,Candidate Front Page Info,Contact Information
http://www.nationalhousingendowment.com,Construction,"The National Association of Home Builders (NAHB) is one of the largest trade associations in the United States, based upon 2011 annual budgets.[1] It is headquartered in Washington, D.C.
",https://en.wikipedia.org/wiki/National_Association_of_Home_Builders,FALSE,NATIONALHOUSINGENDOWMENT.COM,,[]
http://www.buildersshow.com,Construction,"The National Association of Home Builders (NAHB) is one of the largest trade associations in the United States, based upon 2011 annual budgets.[1] It is headquartered in Washington, D.C.
",https://en.wikipedia.org/wiki/National_Association_of_Home_Builders,FALSE,"NAHB International Builders' Show | February 19-21, 2019 in Las Vegas, NV",NAHB Remodelers All-Stars Español Read more Design Studio 日本語 State/Local Association Hotel Assignments 中文 Schedule Schedule (with Governance) IBS Centrals Production Builder Executive Club Why IBS? Design & Construction Week® Register Tools for EOs & Ambassadors Best of IBS Awards 2018 Multifamily Pillars of the Industry X Italian Exhibit 55+ Housing Community Tour The SPOT Giveaways NAHB Info Accessibility IBS Mobile App High Performance Building Zone The New American Home Contact Us Buy IBS Photos Français Official Shuttles Exhibitor Appointed Contractors (EACs) Airport Shuttles FAQs Tech Bytes International nextBUILD Visa Application Information 2018 Show Guide Future IBS Show Dates Become an Exhibitor Portuguese IBStv & Photo Gallery NAHB BuilderBooks Store IBS Live Floor Plan NAHB Meeting of the Members Social Networking The Nationals Awards Gala Chinese 2018 International Partners 2019 Floor Plans Current 2019 Exhibitor List NAHB Student Chapters Tours Students @ IBS Arabic Follow on Instagram NAHB 20 Clubs French NAHB Professional Women in Building Learn more. Airline Discounts The New American Remodel Korean Best in American Living Awards Russian Search Education & Events Attend Students Hotel & Travel IBS Outdoor Exhibits Remodelers Central Young Professionals Press Privacy/Legal International Attendees DCW Outdoor Living Pavilion Search 2019 Exhibitors IBStv Exhibitor Tools Orlando The Building Systems Community Communities About IBS Taxi Awards & Recognition German Education - What's New? The IBS Pit Stop Learn more Fees & Deadlines Apply to Exhibit - 2019 Las Vegas IBS Education On Demand Education & Events Hotels Show Floor & Hotspots 55+ Housing Central Japanese IBS Advertising & Sponsorships STOP TRANSLATING Education On Demand Best in Green Awards Celebration Custom Building Central Builder Clinics Master Sessions IBS Industry Tracker Tools for EOs Interested in Exhibiting? Search NAHB Committee & Council Meetings IBS Code of Conduct Sign up Associates of Excellence Multifamily Central Other Languages Pre-show Courses Already an Exhibitor CEDIA Technology Solutions Pavilion Sales Central Show Info Methods of Payment Green Home Tour Meet Mason International Central Speaker Resources Spanish Rental Car Discounts Networking Opportunities & Events Best of 55+ Housing Awards,"[jquery@1.12.3,jque]"
http://www.nahb.org,Construction,"The National Association of Home Builders (NAHB) is one of the largest trade associations in the United States, based upon 2011 annual budgets.[1] It is headquartered in Washington, D.C.
",https://en.wikipedia.org/wiki/National_Association_of_Home_Builders,FALSE,NAHB,"Flood Insurance Research Member Discounts HousingEconomics.com Instructors NAHB Housing Portal The International Builders’ Show How To Join News For Members Directories Register Publications 2015 Home Builders Jobsite Codes Meetings and Events Continuing Education Providers Shop Apartment Construction Times Lengthened in 2017 Explore HMI data Canadian Softwood Lumber Home of the Week: Farmhouse on the Knoll Home Buying 101 Contact Us Blogs and Publications Publications Residential Construction Performance Guidelines Fifth Edition Contractor Reference Types of Membership NAHB Global Consumers Register for the 2018 Midyear Board of Directors Meeting. For Industry Professionals Housing Finance Education Overview Education Calendar Houzz Legal Issues Multifamily Construction, Codes and Standards Policy Resolutions Facebook Members Statement from NAHB Chairman Randy Noel in Support of Judge Brett Kavanaugh to the U.S. Supreme Court Defender of Housing Award Committees Publications Home Builder Contracts And Construction Management Forms Education NAHB Staff Sign In State and Local Advocacy Find a Remodeler 2.4 Million Millennial-led Households are Missing Federal Regulatory Reform Toll free: 1-800-368-5242 info@nahb.org Design July is Log Homes Month! Continuing Education Partners Terms of Use 2018 Fall Executive Board Virtual Meeting 2019 NAHB International Builders’ Show® Home Builders Association Housing Economics View All News Safety International Housing Association Shopping Cart NAHB Governance Sustainability Building Systems Housing Summit Publications Home Buyer Preferences: Age, Income, and Other Factors International Builders' Show NAHB Media Home Builders Institute Tax Reform 2018 Association Management Conference Explore Housing Starts Field Reps BuilderBooks Publications Managing Your Business with 7 Key Numbers About NAHB Remodeling Your Home Renew Your NAHB Designation Designations E-Learning 2018 LANDS Housing Law CLE & Roundtable Upcoming Education Opportunities Join a Council Twitter Housing Data Explore Framing and Lumber Prices BUILD-PAC Honors and Awards Advertise Remodelers National Housing Center Codes Course Overviews Home Innovation Research Labs For Consumers Linkedin 55+ Publications Social Media Marketing for Your Business Privacy Policy Economics Overview Industry The 2019 Committee and Council Application is open. Get details on submission guidelines. Publications Finding Hidden Profits: A Guide for Custom Builders, Remodelers, and Architects NAHB Priorities Student Chapters Crystalline Silica Advocacy Overview Publications Partnering with Brokers to Win More Sales Publications Basic Construction Management Advocacy 2018 Midyear Board of Directors Meeting Shop our BuilderBooks Land Development Home Maintenance and Repair Publications Single-Family Builder Compensation Study, 2017 Edition New Home Sales Rise to Highest Level This Year View All Publications Statement from NAHB Chairman Randy Noel on House Passage of Farm Bill Find a Member HBA Resources","[info@nahb.org, nr@seenError, nr@context, nr@wrapped, nr@original]"
http://www.plca.org,Construction,"The Pipe Line Contractors Association (PICA) is a petroleum industry trade group created in 1948 to handle labor relations in the pipeline construction industry. PICA negotiates labor contracts with the trade unions representing the four crafts involved in pipeline construction: the International Brotherhood of Teamsters, the International Union of Operating Engineers, the Laborers' International Union of North America, and the United Association of Plumbers & Pipefitters. In addition to administering the labor contracts (known as National Pipe Line Agreements), PICA promotes occupational health and safety practices in the pipeline construction industry.)",https://en.wikipedia.org/wiki/Pipe_Line_Contractors_Association,FALSE,Pipe Line Contractors Association,,[]
http://www.aluminum.org,Industry,"The Aluminum Association is a trade association for the aluminum production, fabrication and recycling industries, and their suppliers.[1] The Association is a 501(c)(6) non-profit organization based in Arlington, Virginia, United States. (The Association was based in Washington, D.C. until c.  2005.)
",https://en.wikipedia.org/wiki/The_Aluminum_Association,FALSE,The Aluminum Association |,"News Archive Members Area Read more China & Trade Other Markets Producer Members Student Educational Resources AluminumVotes Forgings YouTube Sustainability Bookstore News View all news stories Standards Action Report Annual Reports Bauxite Aluminum Association Applauds Preliminary Antidumping Determination in Chinese Aluminum Sheet Investigation The Economic Impact of Aluminum Extrusions Buyer's Guide Alumina Refining Facts at a Glance Building & Construction Get them here Safety Contact Us more + Secondary Production Jobs & Economy Sustainability Reports Environmental Product Declarations RoHS Exemption Wheeler Becomes Acting Head of EPA | USTR Proposes Tariffs on An Added $200 Billion of Chinese Goods Email Request new password Automotive Facebook Resources Rod & Bar DriveAluminum.org Join AluminumPAC Aluminum Recycling Infographic Gallery Driving Modern Manufacturing Aluminum Association’s Heidi Brock Nominated to ASAE, ASAE Foundation Boards of Directors Video Gallery Aluminum Use Beverage Can Management Sheet & Plate Energy Recycling The Aluminum Can Advantage Privacy Policy Learn More Errata for Publications Electronics & Appliances Staff Vision & Mission Join AluminumNation Strength Industry Statistics Aluminum Production FAQs & Information Electrical Events Careers Time for Action on Chinese Overcapacity Pigments & Powder Processing Leadership AluminumNation Action Center The Aluminum Advantage @aluminumnews Product Markets Sustainability In Action Castings Associate Member Directory ANSI Accredited Standards Committee H35 Health More Facts and Statistics Marine & Rail Twitter History of Aluminum Top Issues Congressional Aluminum Caucus About the Association Industries Primary Production Drive Aluminum for a Safer, Stronger, Greener Vehicle LinkedIn Production Aluminum Alloys 101 The aluminum industry generates nearly $71 billion a year in direct economic impact. Online Buyer's Guide Alloy & Product Registration Process and Request Forms Media Room Design Aluminum 101 Climate Aircraft & Aerospace Saltcake Advocacy Industry Standards Aluminum Cans Aluminum Week Archive Foil & Packaging Aluminum in Green Buildings",[info@aluminum.org<br]
http://www.americanbearings.org,Industry,"The American Bearing Manufacturers Association is an industry trade group that deals with all aspects of bearing technology.  It was founded in 1917 as an informal group of manufacturers with the purpose of aiding bearing manufacturing during World War I.[2] 1933 saw the ratification of Articles of Incorporation, by the then current members, as the Anti-Friction Bearing Manufacturers Association (AFBMA). In 1934 the AFBMA was incorporated as an organization in New York City. In 1993 the organization formally changed its title to the American Bearing Manufacturers Association in order to better serve its members and to expand membership eligibility.[3]
",https://en.wikipedia.org/wiki/American_Bearing_Manufacturers_Association,FALSE,American Bearing Manufacturers Association,Purchase ABMA Standards Join ABMA ABMA Webinars Members Only Section Training What Are Bearings? 2018 Essential Concepts of Bearing Technology Forgot your password? Upcoming ABMA Live Courses ABMA's News In Motion Bearing Industry Timeline Member Career Links Advanced Concepts Lubrication & Wear 2018 Fall Meeting Member Search Haven't registered yet? Careers In Bearings Instructor Biographies Primary Manufacturer Members Become a Member Details for 2015 ABMA/AGMA Annual Meeting Released Membership Leadership info@americanbearings.org Tedric A. Harris Bearing Industry Scholarship more About Committees World Bearing Association 2018 Annual Meeting Online Store Bearing Tech Courses Standards Contact ABMA Staff Legal Sign In Associate Members Global Focus Registration Open for First Three 2015 ABMA Webinars Recorded Webinars Member Listing ABMA Educates on Counterfeit Bearings at FLETC Commercial Fraud Investigations Course Essential Concepts Meetings Member Tenure Recognition Bylaws Anti-Counterfeiting YourMembership Domestic Focus The Bearing Industry,"[nr@seenError, info@americanbearings.org, nr@context, nr@wrapped, nr@original]"
http://www.responsiblecare.org,Industry,"The American Chemistry Council (ACC), formerly known as the Manufacturing Chemists' Association[1] (at its founding in 1872[2]) and then as the Chemical Manufacturers' Association[3] (from 1978 until 2000[4][5]), is an industry trade association for American chemical companies, based in Washington, D.C.
",https://en.wikipedia.org/wiki/American_Chemistry_Council,FALSE,International Council of Chemical Association   –  Page not found,Tweets by @ICCAatICCM4 About Long-Range Research Initiative (ICCA-LRI) Energy & Climate Capacity Building Sustainable Development Newsroom GPS Chemicals Portal Chemicals Management Value Chain Outreach (VCO) LRI Responsible Care Global Charter Global Product Strategy (GPS) Responsible Care® Policy Home Chemical in Products (CiP) Resources,[]
http://www.bisphenol-a.org,Industry,"The American Chemistry Council (ACC), formerly known as the Manufacturing Chemists' Association[1] (at its founding in 1872[2]) and then as the Chemical Manufacturers' Association[3] (from 1978 until 2000[4][5]), is an industry trade association for American chemical companies, based in Washington, D.C.
",https://en.wikipedia.org/wiki/American_Chemistry_Council,FALSE,Bisphenol A (BPA) Information & Resources,"New Data from CDC Confirms Human Exposure to Bisphenol A in the United States is Far Below Safe Limits  - November 1, 2007 City of San Francisco Repeals Ban on   Bisphenol A in Children’s Products Sound Science Prevails in Review of Bisphenol  A - August 8, 2007 Public Health Best  Served by Open, Transparent Scientific Evaluations - August 2, 2007 Products with BPA - November 11, 2016 Electronics & Auto | FactsAboutBPA.org - January 12, 2016 Privacy Policy Findings from New Study on Occupational Exposure to BPA of Limited Relevance to Consumers - November 11, 2009 New EPA Rodent Study Finds no Low-Dose BPA Effects on Reproductive Function or Behavior - October 29, 2009 The Endocrine System -EndocrineScience.org - March 24, 2016 Principles for Identifying Endocrine-Active and Endocrine-Disrupting Chemicals - February 16, 2016 BPA Is Everywhere, Except Where It's Not - March 15, 2017 BPA-Free, With Regrets - February 16, 2017 About                   Bisphenol A European Food Safety Authority Increases Tolerable Daily Intake for Bisphenol A – Strong Support for Conclusion that Bisphenol A is Not a Risk to Human Health - February 1, 2007 Environmental                   Safety Is Anyone Safe From BPA - July 27, 2017 contact                           us New Health Canada Data on Bisphenol-a Strongly Supports the Safety of Bottled Water, Baby Food and Infant Formula Products - July 9, 2009 Scientific Publications Listening to the science on BPA with Greek scientists - February 9, 2017 Final National Toxicology Program Report Provides Sound Scientific Support for Bisphenol A Safety Assessments   - September 4, 2008 Small Study Claims Trace Prenatal BPA Exposure Causes Depression In Boys	 - March 10, 2017 copyright=new Date(); update=copyright.getFullYear(); document.write(""Copyright © 2003 - ""+ update + "" Terms and Conditions of Use""); More                               What's New... American Chemistry Council Reacts to Statement from HHS and FDA on Bisphenol A - January 15, 2010 Limited BPA Study Makes Unscientific Leap - January 12, 2010 New Study Concludes No Effects From BPA On Nervous System  - February 17, 2010 American Chemistry Council Comments on Consumer Reports Study - November 2, 2009 European Food Safety Authority (EFSA) reconfirms safe use of Bisphenol A in food contact products - September 30, 2010 California Expert Panel Concludes Bisphenol-a is not a Reproductive or Developmental Toxicant - July 15, 2009 Are the Myths About Polycarbonate Bottles True? New Information Supports the Safe Use of Polycarbonate Bottles  - February 5, 2008 New Bisphenol a Study has Many Limitations, but no Clear Conclusions - October 6, 2009 Polycarbonate Bottles Are Still Safe For Use  In Spite of the Latest Scare Story   - January 31, 2008 Should Pregnant Women Be Concerned About BPA? - February 3, 2017 Who                                           We Are BPA In Seafood - Is It Safe? - March 1, 2017 Press                   Room BPA Health Overview + BPA & Infants and Children - November 11, 2016 European Food Safety Authority Reaffirms Safety of Bisphenol A in Food Contact Products   - July 30, 2008 Safety of Food-Contact Products Containing Bisphenol A Reaffirmed by the US Food and Drug Administration    - August 20, 2008 Study linking BPA and childhood obesity shows no causal relationship, October 8, 2012 More Info Human                   Health & Safety FDA Research - November 11, 2016 FactsAboutBPA.org",[]
http://www.americanchemistry.com,Industry,"The American Chemistry Council (ACC), formerly known as the Manufacturing Chemists' Association[1] (at its founding in 1872[2]) and then as the Chemical Manufacturers' Association[3] (from 1978 until 2000[4][5]), is an industry trade association for American chemical companies, based in Washington, D.C.
",https://en.wikipedia.org/wiki/American_Chemistry_Council,FALSE,Main Home Page,Polyurethanes Learn  More Comments Our Goals Products & Technologies Innovation Silicones Our Culture Member Login Resources RSS Feed Take Action Jobs Safety Rail Flame Retardants Energy Recovery Jobs & Economic Impact Sustainability Leadership Chemical Activity Barometer Industry Impact Chlorine News & Resources Open Competition See All Panel Groups Plastics See All Resources Facility Overview Tax Glossary of Terms AmeriChem PAC (Login Required) Contact Us Chemical Management Long-Range Research Initiative Center for ChemicalSafety Act Implementation Security and Safety Affiliate Member Risk Assessment Logos and Guidelines Our Industry Nanotechnology Polystyrene American Chemistry Matters Workplace Terms and Conditions Open Positions Energy Science & Research Trade Privacy Policy Learn More Associate Member Technology Endocrine Screening Program ACC Store Inventory Reset Q&A Infographics & Fact Sheets Testimony Environment Health Environmental Regulations ARASP Become a Member Careers Transportation Reports & Studies Phthalates Reportsand Studies Responsible Care® Membership Small & Medium Size Search Benefits Inventory Reset Chemistry: The Science Behind Sustainability Energy Efficiency Sitemap Comments & Letters Conferences Our Commitments Cyber Member Companies Smart Brief Menu Responsible Care Blog Chemical Products & Technology Groups Policy Endocrine Active Chemicals Shale Gas Product Center for Endocrine Screening and Testing Food ACC's Media Contacts Our Contributions Scientific Leadership Read More News Releases Bisphenol A (BPA) Growth Formaldehyde About ACC About Transportation and Infrastructure CPTD Panel Groups Labnotes Lautenberg Chemical Safety Act Advocacy Infographicsand Fact Sheets Logos & Guidelines Letters Chemistry In My State In the States Weather Regular Member,[]
http://www.plasticsmythbuster.org,Industry,"The American Chemistry Council (ACC), formerly known as the Manufacturing Chemists' Association[1] (at its founding in 1872[2]) and then as the Chemical Manufacturers' Association[3] (from 1978 until 2000[4][5]), is an industry trade association for American chemical companies, based in Washington, D.C.
",https://en.wikipedia.org/wiki/American_Chemistry_Council,FALSE,Plasticsmythbuster.org,"Plastic Food Wraps and Packages are Made with Phthalates Terms & Conditions Bottles With Plastic Recycling Numbers Below ""5"" Release Cancer-Causing Chemicals Snopes.com Plastics Rumor Registry Email Hoaxes: How To Spot a Spoof Site Map Nobody Likes Litter: Plastic Bags & Recycling Purportal.com Using Plastics in the Microwave Creates Dioxins that Can Migrate Into Food BreakTheChain.org American Chemistry Council, Inc. Cups and Containers Made with Polystyrene Plastic Leach Toxic Dihydrogen Monoxide Student Claire Nelson Finds Carcinogens and Harmful Chemicals Leach from Plastics in Microwave How to Research an Email Rumor Get the facts Mythbusting Resources and Links Freezing Plastic Water Bottles Releases Dioxins into Water Privacy Policy Contact Us Reusing Plastic Beverage Bottles Causes Harmful Chemicals to Leach Into Water The Number on the Bottom of a Plastic Cup, Bottle or Container Tells You How to Use a Product",[]
http://www.cleaninginstitute.org,Industry,"The American Cleaning Institute (ACI formerly The Soap and Detergent Association – SDA) is an organization representing producers of household, industrial, and institutional cleaning products, their ingredients and finished packaging; oleochemical producers; and chemical distributors to the cleaning product industry.
",https://en.wikipedia.org/wiki/American_Cleaning_Institute,FALSE,The American Cleaning Institute (ACI) | For Better Living,"Safe Laundry Practices Terms & Conditions Surveys Project Background Going Beyond Green Proper Dosage (Video) When to Wash Hands at the Workplace Kids Corner Antibacterial News Clean Up Your Winter Wardrobe Single-Load Liquid Laundry Packets Safety Research Clean and Happy Nest Archives Cleaning For A Reason Clean Campaigns 2015 Sustainability Report Soaps & Detergents: Manufacturing Background Requirements ACI Mid-Year Meeting Recaps ACI Board At Your Finger-Tips Charter for Sustainable Cleaning Join ACI Sustainability Metrics Program Video: Remove Chocolate Stains ACI Convention Stain Removal Chart Germ Reduction in Schools Staff Bios Allergies & Asthma Publications Soaps & Detergents Book Removing Soot and Smoke Odor from Fabric Get to Know ACI Sustainability Video: For Better Living 2013 ACI Meeting Archives Taking it to the Streets Become A Member News AAFCS Get to Know ACI Webinar CPISI FAQs Cleaning for Health Award Presentations Contact ACI Members Hooray for Handwashing Ingredient Translator Clean Hands Have U Washed Your Hands 2Day? ACI Webinars Cleaning Product Fact Sheets Asthma Webinars Research and science behind cleaning product safety» Cold & Flu Prevention Photo Galleries ACI PAC Prior Authorization Soaps & Detergents: Chemistry Handwashing at Work Cleanliness Facts Issues (2003-1998) History of ACI Hands Off Germs ACI PAC High Efficiency Washers & Detergents Links 2011 Sustainability Report Healthy Schools, Healthy People, It's a SNAP Healthy Schools, Healthy People 2014 2017 Sustainability Report CDC Healthy Schools, Healthy People 2011 Healthy Schools, Healthy People 2013 Healthy Schools, Healthy People 2012 Consumer Product Safety Improvement Act (CPSIA) Guide to Garment Care Symbols ACI Purpose 2016 ACI Meeting Archives Contact Us Laundry Videos Spaghetti Dinner Stains State Developments Healthy Schools, Healthy People 2015 Cleaning Matters Now Healthy Schools, Healthy People, It's a SNAP! Soaps & Detergents: Products & Ingredients Germ Reduction at Home Home Clean Home for College Students Videos: Laundry Packet Safety Members Only 2015 Consumer Research - Storing Laundry Packets Computer Cleaning Other Sustainability Initiatives Archives Poison Prevention eCards Sustainability Resources Take the Pledge Environmental Health Clean Surfaces Sustainable Living Soaps & Detergents: History, Chemistry, etc. Webinars Holiday Safety ACI Meetings 2017 Events 2013 Sustainability Report Cleaning Matters Issues (2017-2004) ACI Members Laundry Basics Share Handwashing eCards 2018 ACI Meeting Archives 2014 Events Safe & Healthy Events Clean the World Human Health Ingredient Communication Initiative FAQs Hazard Communication - Consumer Products Home Safety NEAFCS 2012 ACI Meeting Archives Staff Directory 2015 ACI Meeting Archives Sustainable Cleaning Tips About ACI Child Activity Sheet Meetings Caring for Rash Guard Clothing Presentations Environmentally Preferable Procurement (EPP) FCCLA iSTREEM® Partners & Friends Laundry Safety, Handwashing, Accident Prevention, Clean and Happy Nest» 2018 Duck Race 2018 Spring Cleaning Survey Art & Science of Bubbles Toxic Substances Control Act (TSCA) ACI Membership Better Cleaning In Cold? Researchers Explore Ways to Enhance Detergent Performance In Low Temperature Washing 2017 ACI Convention ACI for Better Living Cleaning Practices Tag Cloud Laundry Time Savers Cleaning Product Ingredient Inventory American Cleaning Institute Videos Cleaning Basics At Home Maps & Directions Biofuels Privacy Policy Ingredient Safety Initiative Ingredient Communication Initiative Websites Antimicrobials and Antibacterial Information Distinguished Paper Award Calendar ACI Statement: New Data on Children's Exposure to Liquid Laundry Packets How the cleaning products industry – and the products you use – are contributing to global sustainability» Poison Prevention CLEAN LIVING Germ Hot-Spots Clean Living Messy Moments Dishwashing ACI Member Sustainability Showcase ACI Testimony Laundry Packet Safety Issues & Statements Elva Walker Spillane Distinguished Service Member's Only 2015 Consumer Research Documents Publication Catalog Hazard Communication - Workplace Future ACI Meetings Hazard Communication Healthy Schools, Healthy People It's a SNAP! Bill Watch View Webinar Now Clean Hands Report Card Sustainability Clean Your Paws for Santa Claus View All 2015 Events Soaps & Detergents: History Cold & Flu Webinar 2014 Consumer Research ACI Welcomes Jessica Ek as Director, Digital Communications Awards Science Education Encouraging Proper Hand Hygiene In Schools ACI Advocacy Principles Surveys & Poll Results Holiday Stains Updates Paws for the Handwashing Cause: Washington State Students Honored for Teaching Hygiene Education Tips on Laundering Flood-Soiled Fabrics Science Taking Care of Bicycle Grease Stains at Work Practice Sustainability at Work Nomenclature Ingredient Communication Guidance for Companies Connect with ACI At Your Finger Tips 2014 ACI Meeting Archives Uniforms Tips for Using Bleach State Chemical Management Warm Hands, Warm Hearts Important Safety Alert Sustainability Video Allergens & Asthma 2011 ACI Meeting Archives Oleochemical Do I need to wash this? Ingredient Information for Consumers Cleaning Reusable Grocery Bags Back to School Clean Hands Webinar 2013 Spring Cleaning Survey Convention News Convention Videos Poison Prevention Week Council Handwashing Videos Laundry Safety Icons 2016 ACI Convention & 90 Anniversary Sponsored HPV Chemicals Education Webinars At Work Soaps & Detergents Soaps & Detergents: Resources Survey Archives Ingredients Summer School Handwashing Lesson 2017 ACI Meeting Archives Policy ACI Jobs Sign Up Laundering Problems & Solutions Sweepstakes And More... FAQ We are ACI Laundry Accident Prevention at Home About the Ingredient Translator ACI SmartBrief 2018 Mid-Year Meeting Order Publications Online Sodium Lauryl Sulfate (SLS) Video: Remove Pine Sap Stains Extended Producer Responsibility (EPR) News Releases Map & Directions ACI Fall Meeting St Patrick's Day - Going Beyond Green to be Clean Unclutter that Desk Global Handwashing Day Clean and Happy Nest Blog At School Classroom Activity ACI Sustainability Report KEY Pledge Map Communications Contacts Glossary Clean and Healthy Families & Communities Award Cold & Flu Toolkit Make Handwashing a Habit Webinar Don't Do the Flu Art Gallery News Center Child Care Cleaning ACI Principles of Sustainability Tell Us What You Are Doing Publications Ingredient Inventory Jeremy the Germ Ingredient Central Functional Classes Glossary Search Database 2016 Events Activity Sheets and Posters Sasol’s Sven Godorr Joins ACI Board of Directors Blog: Clean and Happy Nest Advancing the interests of the industry before domestic and global forums» Risk Assessment Glycerine Innovation Award Soaps & Detergents: Safety Home Clean Home Site Map ACI Position 2011 Parent and Child Handwashing Survey Laundry Publications 2010 ACI Meeting Archives Phosphate Food Safety American Society for Microbiology Sweater Care Single-Load Liquid Laundry Packets Clean Hands Publications Tips for Caregivers Cold Water Saves",[]
http://www.aciscience.org,Industry,"The American Cleaning Institute (ACI formerly The Soap and Detergent Association – SDA) is an organization representing producers of household, industrial, and institutional cleaning products, their ingredients and finished packaging; oleochemical producers; and chemical distributors to the cleaning product industry.
",https://en.wikipedia.org/wiki/American_Cleaning_Institute,FALSE,ACI Science,,[]
http://www.compositesmanufacturingmagazine.com,Industry,"The American Composites Manufacturers Association (ACMA) is the world's largest trade association serving the composites industry. Its mission is to provide education and information to the composites industry, lobby for the composites industry, and develop and expand markets for composite materials.[1]
",https://en.wikipedia.org/wiki/American_Composites_Manufacturers_Association,FALSE,403 Forbidden,,[]
http://www.acmanet.org,Industry,"The American Composites Manufacturers Association (ACMA) is the world's largest trade association serving the composites industry. Its mission is to provide education and information to the composites industry, lobby for the composites industry, and develop and expand markets for composite materials.[1]
",https://en.wikipedia.org/wiki/American_Composites_Manufacturers_Association,FALSE,403 Forbidden,,[]
http://www.afandpa.org,Industry,"The American Forest & Paper Association (AF&PA) is the national trade association of the forest products industry, representing manufacturers of approximately 80 percent of the U.S. pulp and paper industry and 50 percent of the wood building material capacity.
",https://en.wikipedia.org/wiki/American_Forest_%26_Paper_Association,FALSE,American Forest and Paper Association Home,Forestry & Wood Statistics Printing and Writing Paper Media Recovery Boiler Program Economic Impact Membership Directory Legal Tissue Blog Tweets by @ForestandPaper History of AF&PA; and Our Industry 2014 Award Winners 2015 Award Winners Paper & Statistics Member Login 2013 Award Winners Officers and Board Members Paper Bags & Shipping Sacks Paper Products Glossary Fun Facts 2012 Award Winners Our Industry Grow the Vote Paper Recycling Our Products AF&PA; Staff Employee Relations Program About #withpaper Blogs Paperboard Strategic Alliances Wood Products Communications 2016 Award Winners Membership Types News Office of the President Public Policy Sustainability Award Winners Pulp Features Paper-Based Packaging Sustainability Containerboard Career Opportunities Member Company Profiles Administration & Finance Government Affairs Privacy Policy PaperRecycles Mission and Vision Paper Contact Us Employment Opportunities Issues,[]
http://www.foresthistory.org,Industry,"The American Forest & Paper Association (AF&PA) is the national trade association of the forest products industry, representing manufacturers of approximately 80 percent of the U.S. pulp and paper industry and 50 percent of the wood building material capacity.
",https://en.wikipedia.org/wiki/American_Forest_%26_Paper_Association,FALSE,"Forest History Society - By understanding our past, we shape our future.",@foresthistory FHS & ASEH Joint Membership Leadership Giving Circles Programs & Projects Building on History Search Databases Rosenberry Graduate Fellowship 1910 Fires Research Portal Photograph Collection Issues Series Building on History Campaign U.S. F,[]
http://www.agma.org,Industry,"
",https://en.wikipedia.org/wiki/American_Gear_Manufacturers_Association,FALSE,American Gear Manufacturers Association,"Emerging Technologies Fall Technical Meeting Utilize Your Membership +1-703-684-0211 See All Newsroom Member Benefits Statistical Reports My AGMA Classroom Application Standards Store See All Upcoming Events Online Member News Web Design by 828:Design ASM Education Events Store Webinars Publications Catalog Leadership / Committees AGMA Marketplace Gears Matter Blog Read More Annual Meeting Membership Press Releases AGMA Risk Solutions Resources Video Training Workforce Training Series Committee Portal Web Development by PaleoSun, Inc. About B About AGMA Request for Interpretation F I Gear Expo SRN AGMA Foundation Standards Trade Missions +1-703-684-0242 Contact here Job Listings Membership List Membership Information Purchase Standards Access Marketplace Overview Tweets by agma Marketing & Forecasting General Inquiries Privacy Policy Industry News Learn More Home Education Technical Committees Course Offerings",[]
http://www.gearexpo.com,Industry,"
",https://en.wikipedia.org/wiki/American_Gear_Manufacturers_Association,FALSE,Gear Expo 2017 – What Drives You,"REGISTER Attendees AGMA Travel International Guests Visa Information Networking Opportunities Full Schedule Sponsorship Opportunities Schedule Become a Sponsor Exhibitor FAQs Solutions Center Current Exhibitors Tweets by @agma More About the Show Hotel Reservations Search Exhibitors agmaexhibitor@ntpshow.com Industry Tours Group Rates Exhibitor Services Manual Official Vendors Register Exhibitors agmainfo@ntpshow.com Columbus, Who Knew? Why Exhibit Columbus Convention Center RESERVE YOUR BOOTH NOW Floor Plan Registration gearexpo@agma.org Stacie Davis Who Should Exhibit? Exhibitor Toolkit Attendee FAQ Reserve Your Booth About the Show Keynote Speakers Education Mobile App REQUEST INFORMATION Hotels","[gearexpo@agma.org, agmainfo@ntpshow.com, agmaexhibitor@ntpshow.com]"
